0,1
0,2
1,2
0,3
3,2
1,4
4,5
4,6
3,7
3,8
7,8
7,9
2,10
2,12
11,12
9,12
12,13
13,14
14,15
14,16
15,16
2,4
0,4
2,6
6,10
7,10
9,10
6,12
9,11
12,14
12,15
11,14
